[[-0.41250000000000003, 0.603, 0.3675], [-0.010652644360316953, 0.0, -0.019174759848570515], [-0.0157470703125, -0.0614013671875, 0.9854736328125]]
[[-0.429, 0.624, 0.3765], [0.006391586616190172, 0.0, -0.017044230976507126], [-0.0159912109375, -0.0565185546875, 1.0113525390625]]
[[-0.417, 0.6075, 0.369], [0.0, 0.0021305288720633907, -0.017044230976507126], [-0.0145263671875, -0.052978515625, 1.01171875]]
[[-0.417, 0.6075, 0.369], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.0142822265625, -0.05517578125, 1.0098876953125]]
[[-0.426, 0.612, 0.3555], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0155029296875, -0.05322265625, 1.0172119140625]]
[[-0.426, 0.612, 0.3555], [-0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01416015625, -0.0557861328125, 1.0126953125]]
[[-0.4185, 0.6015, 0.369], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0147705078125, -0.0565185546875, 1.0040283203125]]
[[-0.4185, 0.6015, 0.369], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.013671875, -0.054931640625, 1.00634765625]]
[[-0.41100000000000003, 0.6105, 0.372], [0.0, 0.0, -0.019174759848570515], [-0.0120849609375, -0.0543212890625, 1.011474609375]]
[[-0.41100000000000003, 0.6105, 0.372], [0.0, 0.0, -0.019174759848570515], [-0.0120849609375, -0.056884765625, 1.0059814453125]]
[[-0.41250000000000003, 0.6135, 0.354], [0.004261057744126781, 0.0021305288720633907, -0.017044230976507126], [-0.013427734375, -0.05615234375, 1.00634765625]]
[[-0.41250000000000003, 0.6135, 0.354], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.0145263671875, -0.05517578125, 1.012939453125]]
[[-0.42, 0.609, 0.36], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.014404296875, -0.0479736328125, 1.0152587890625]]
[[-0.42, 0.609, 0.36], [0.0, 0.0, -0.017044230976507126], [-0.0130615234375, -0.0528564453125, 1.0101318359375]]
[[-0.41400000000000003, 0.6045, 0.3675], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.012451171875, -0.0531005859375, 1.013427734375]]
[[-0.41400000000000003, 0.6045, 0.3675], [0.0, 0.0, -0.019174759848570515], [-0.013427734375, -0.055908203125, 1.0091552734375]]
[[-0.41100000000000003, 0.609, 0.378], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0130615234375, -0.057861328125, 1.00537109375]]
[[-0.42, 0.6045, 0.366], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.013427734375, -0.05419921875, 1.0096435546875]]
[[-0.42, 0.6045, 0.366], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.013427734375, -0.0528564453125, 1.013916015625]]
[[-0.4275, 0.606, 0.369], [-0.0021305288720633907, 0.0, -0.017044230976507126], [-0.015380859375, -0.056396484375, 1.0107421875]]
[[-0.4275, 0.606, 0.369], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.0135498046875, -0.0572509765625, 1.0081787109375]]
[[-0.41550000000000004, 0.609, 0.3675], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.0159912109375, -0.053466796875, 1.01318359375]]
[[-0.41550000000000004, 0.609, 0.3675], [-0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0145263671875, -0.0557861328125, 1.00927734375]]
[[-0.40800000000000003, 0.603, 0.3675], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0152587890625, -0.057373046875, 1.009033203125]]
[[-0.40800000000000003, 0.603, 0.3675], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0142822265625, -0.0543212890625, 1.010009765625]]
[[-0.41100000000000003, 0.6165, 0.366], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.013916015625, -0.0550537109375, 1.0079345703125]]
[[-0.41100000000000003, 0.6165, 0.366], [0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.0152587890625, -0.0565185546875, 1.005126953125]]
[[-0.4275, 0.609, 0.366], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.015625, -0.0556640625, 1.0093994140625]]
[[-0.4275, 0.609, 0.366], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.014404296875, -0.056640625, 1.01171875]]
[[-0.41400000000000003, 0.6, 0.3585], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.014892578125, -0.0565185546875, 1.0130615234375]]
[[-0.41400000000000003, 0.6, 0.3585], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.015625, -0.0546875, 1.012451171875]]
[[-0.423, 0.606, 0.3585], [0.0, 0.0, -0.019174759848570515], [-0.0135498046875, -0.0540771484375, 1.0096435546875]]
[[-0.423, 0.606, 0.3585], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.012451171875, -0.0565185546875, 1.008544921875]]
[[-0.42, 0.606, 0.372], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.013427734375, -0.057373046875, 1.008056640625]]
[[-0.42, 0.606, 0.372], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0133056640625, -0.0570068359375, 1.0084228515625]]
[[-0.42, 0.6015, 0.366], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.011962890625, -0.0540771484375, 1.0108642578125]]
[[-0.42, 0.6015, 0.366], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.01318359375, -0.0560302734375, 1.0118408203125]]
[[-0.417, 0.603, 0.3675], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0133056640625, -0.0562744140625, 1.0111083984375]]
[[-0.417, 0.603, 0.3675], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0142822265625, -0.0550537109375, 1.01220703125]]
[[-0.42, 0.6015, 0.3705], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0135498046875, -0.0550537109375, 1.010009765625]]
[[-0.42, 0.6015, 0.3705], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0123291015625, -0.0548095703125, 1.0103759765625]]
[[-0.4185, 0.606, 0.3615], [0.0, 0.0021305288720633907, -0.017044230976507126], [-0.016357421875, -0.0543212890625, 1.0084228515625]]
[[-0.4185, 0.606, 0.3615], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.0140380859375, -0.0557861328125, 1.0086669921875]]
[[-0.40950000000000003, 0.6075, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0147705078125, -0.0537109375, 1.0123291015625]]
[[-0.40950000000000003, 0.6075, 0.366], [0.0, 0.0, -0.019174759848570515], [-0.0155029296875, -0.0511474609375, 1.0115966796875]]
[[-0.4245, 0.609, 0.36], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0157470703125, -0.052734375, 1.010986328125]]
[[-0.4245, 0.609, 0.36], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0164794921875, -0.0526123046875, 1.01171875]]
[[-0.4215, 0.606, 0.366], [0.0, 0.0, -0.019174759848570515], [-0.0146484375, -0.0516357421875, 1.0098876953125]]
[[-0.4215, 0.606, 0.366], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0152587890625, -0.0546875, 1.0069580078125]]
[[-0.4245, 0.6015, 0.3795], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0140380859375, -0.053466796875, 1.0087890625]]
[[-0.4245, 0.6015, 0.3795], [0.0, 0.0, -0.017044230976507126], [-0.014404296875, -0.052734375, 1.0130615234375]]
[[-0.4335, 0.6075, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0146484375, -0.054931640625, 1.0103759765625]]
[[-0.4335, 0.6075, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.014892578125, -0.0552978515625, 1.010986328125]]
[[-0.426, 0.6135, 0.363], [0.0, 0.0, -0.019174759848570515], [-0.014892578125, -0.0540771484375, 1.0135498046875]]
[[-0.426, 0.6135, 0.363], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.0133056640625, -0.0555419921875, 1.0074462890625]]
[[-0.417, 0.6015, 0.3705], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0115966796875, -0.0562744140625, 1.0068359375]]
[[-0.417, 0.6015, 0.3705], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01220703125, -0.0546875, 1.010009765625]]
[[-0.423, 0.6045, 0.36], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01318359375, -0.05517578125, 1.0067138671875]]
[[-0.423, 0.6045, 0.36], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.013671875, -0.0577392578125, 1.0079345703125]]
[[-0.4215, 0.5985, 0.372], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01318359375, -0.052978515625, 1.0108642578125]]
[[-0.4185, 0.6075, 0.3585], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.012939453125, -0.0570068359375, 1.009765625]]
[[-0.4185, 0.6075, 0.3585], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.013916015625, -0.0552978515625, 1.00927734375]]
[[-0.4215, 0.606, 0.36], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0145263671875, -0.0562744140625, 1.010498046875]]
[[-0.4215, 0.606, 0.36], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0135498046875, -0.0587158203125, 1.0086669921875]]
[[-0.426, 0.6105, 0.3675], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0146484375, -0.05517578125, 1.0078125]]
[[-0.426, 0.6105, 0.3675], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.015380859375, -0.0567626953125, 1.0087890625]]
[[-0.41400000000000003, 0.612, 0.372], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0147705078125, -0.055908203125, 1.009521484375]]
[[-0.41400000000000003, 0.612, 0.372], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.014892578125, -0.0560302734375, 1.00927734375]]
[[-0.41250000000000003, 0.6075, 0.3765], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.015625, -0.0550537109375, 1.0098876953125]]
[[-0.41250000000000003, 0.6075, 0.3765], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.015869140625, -0.0560302734375, 1.0120849609375]]
[[-0.426, 0.6045, 0.3705], [0.0, 0.0021305288720633907, -0.017044230976507126], [-0.0142822265625, -0.0555419921875, 1.0108642578125]]
[[-0.426, 0.6045, 0.3705], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0135498046875, -0.0540771484375, 1.0101318359375]]
[[-0.4245, 0.606, 0.3675], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0137939453125, -0.052978515625, 1.0101318359375]]
[[-0.4245, 0.606, 0.3675], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0140380859375, -0.053466796875, 1.010009765625]]
[[-0.41550000000000004, 0.603, 0.3765], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0128173828125, -0.0537109375, 1.0093994140625]]
[[-0.41550000000000004, 0.603, 0.3765], [0.0, 0.0, -0.019174759848570515], [-0.0142822265625, -0.0518798828125, 1.010986328125]]
[[-0.4185, 0.6, 0.366], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0150146484375, -0.0513916015625, 1.0111083984375]]
[[-0.4185, 0.6, 0.366], [0.0, 0.0, -0.019174759848570515], [-0.0140380859375, -0.052734375, 1.0106201171875]]
[[-0.42, 0.6015, 0.3675], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0135498046875, -0.052490234375, 1.0103759765625]]
[[-0.42, 0.6015, 0.3675], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.015869140625, -0.053955078125, 1.00927734375]]
[[-0.426, 0.6135, 0.3735], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01611328125, -0.0535888671875, 1.0098876953125]]
[[-0.426, 0.6135, 0.3735], [0.0, 0.0, -0.019174759848570515], [-0.0140380859375, -0.0540771484375, 1.009765625]]
[[-0.423, 0.612, 0.363], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0146484375, -0.055419921875, 1.0098876953125]]
[[-0.423, 0.612, 0.363], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01611328125, -0.0548095703125, 1.01123046875]]
[[-0.4275, 0.6165, 0.372], [0.0, 0.0, -0.019174759848570515], [-0.0157470703125, -0.054443359375, 1.0106201171875]]
[[-0.4275, 0.6165, 0.372], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0146484375, -0.054931640625, 1.00830078125]]
[[-0.41250000000000003, 0.606, 0.369], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.015380859375, -0.056640625, 1.0096435546875]]
[[-0.41250000000000003, 0.606, 0.369], [0.0, 0.0, -0.017044230976507126], [-0.0142822265625, -0.056884765625, 1.0086669921875]]
[[-0.4185, 0.6105, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0147705078125, -0.057373046875, 1.0091552734375]]
[[-0.4185, 0.6105, 0.366], [0.004261057744126781, 0.0021305288720633907, -0.017044230976507126], [-0.01513671875, -0.05712890625, 1.0093994140625]]
[[-0.4275, 0.606, 0.3765], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.013427734375, -0.05615234375, 1.0101318359375]]
[[-0.4275, 0.606, 0.3765], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0133056640625, -0.0552978515625, 1.008544921875]]
[[-0.41400000000000003, 0.6075, 0.381], [0.0, 0.0021305288720633907, -0.017044230976507126], [-0.0130615234375, -0.0555419921875, 1.0098876953125]]
[[-0.41400000000000003, 0.6075, 0.381], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0133056640625, -0.05712890625, 1.0087890625]]
[[-0.4185, 0.6105, 0.375], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0140380859375, -0.0577392578125, 1.0091552734375]]
[[-0.4185, 0.6105, 0.375], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0140380859375, -0.0557861328125, 1.0086669921875]]
[[-0.41400000000000003, 0.6, 0.3765], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0128173828125, -0.056640625, 1.0096435546875]]
[[-0.41400000000000003, 0.6, 0.3765], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.013427734375, -0.05517578125, 1.0093994140625]]
[[-0.41250000000000003, 0.597, 0.372], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01416015625, -0.0543212890625, 1.00830078125]]
[[-0.41250000000000003, 0.597, 0.372], [0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.0133056640625, -0.055908203125, 1.0096435546875]]
[[-0.423, 0.6105, 0.3675], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0147705078125, -0.0537109375, 1.011962890625]]
[[-0.432, 0.6, 0.366], [0.0, 0.0021305288720633907, -0.017044230976507126], [-0.0133056640625, -0.0555419921875, 1.009033203125]]
[[-0.432, 0.6, 0.366], [0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.013427734375, -0.0562744140625, 1.010498046875]]
[[-0.4275, 0.618, 0.3585], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01513671875, -0.0533447265625, 1.0123291015625]]
[[-0.4275, 0.618, 0.3585], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0140380859375, -0.05419921875, 1.010986328125]]
[[-0.429, 0.6105, 0.3795], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0145263671875, -0.05419921875, 1.01025390625]]
[[-0.429, 0.6105, 0.3795], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0145263671875, -0.05419921875, 1.0107421875]]
[[-0.42, 0.6075, 0.3765], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.014892578125, -0.0545654296875, 1.0106201171875]]
[[-0.42, 0.6075, 0.3765], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0146484375, -0.0535888671875, 1.0108642578125]]
[[-0.41550000000000004, 0.6045, 0.3855], [0.0, 0.0, -0.019174759848570515], [-0.01416015625, -0.0521240234375, 1.0106201171875]]
[[-0.41550000000000004, 0.6045, 0.3855], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0152587890625, -0.0531005859375, 1.0107421875]]
[[-0.41250000000000003, 0.609, 0.3765], [0.0, 0.0, -0.019174759848570515], [-0.014404296875, -0.0511474609375, 1.0120849609375]]
[[-0.41250000000000003, 0.609, 0.3765], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01416015625, -0.055419921875, 1.00927734375]]
[[-0.4215, 0.609, 0.363], [0.0021305288720633907, 0.0, -0.021305288720633905], [-0.01416015625, -0.0538330078125, 1.0108642578125]]
[[-0.4215, 0.609, 0.363], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.01416015625, -0.053955078125, 1.010498046875]]
[[-0.41400000000000003, 0.6045, 0.369], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0126953125, -0.0550537109375, 1.00927734375]]
[[-0.41400000000000003, 0.6045, 0.369], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0145263671875, -0.0560302734375, 1.0103759765625]]
[[-0.42, 0.6015, 0.3585], [0.0, 0.0, -0.017044230976507126], [-0.014404296875, -0.0546875, 1.0096435546875]]
[[-0.42, 0.6015, 0.3585], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0125732421875, -0.05615234375, 1.0062255859375]]
[[-0.41550000000000004, 0.615, 0.3705], [0.004261057744126781, -0.0021305288720633907, -0.019174759848570515], [-0.0140380859375, -0.05615234375, 1.0078125]]
[[-0.41550000000000004, 0.615, 0.3705], [0.0, 0.0, -0.019174759848570515], [-0.0135498046875, -0.0548095703125, 1.01171875]]
[[-0.42, 0.615, 0.3735], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0137939453125, -0.0560302734375, 1.0098876953125]]
[[-0.42, 0.615, 0.3735], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.01416015625, -0.0552978515625, 1.0098876953125]]
[[-0.41400000000000003, 0.609, 0.36], [0.0, 0.0, -0.019174759848570515], [-0.0130615234375, -0.0538330078125, 1.0111083984375]]
[[-0.41400000000000003, 0.609, 0.36], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0120849609375, -0.05517578125, 1.008544921875]]
[[-0.41550000000000004, 0.6075, 0.369], [0.0, 0.0, -0.017044230976507126], [-0.0130615234375, -0.0550537109375, 1.0098876953125]]
[[-0.41550000000000004, 0.6075, 0.369], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01416015625, -0.0535888671875, 1.0106201171875]]
[[-0.42, 0.603, 0.366], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.014404296875, -0.0546875, 1.0091552734375]]
[[-0.42, 0.603, 0.366], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.013427734375, -0.05419921875, 1.0087890625]]
[[-0.4215, 0.6135, 0.378], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0146484375, -0.0560302734375, 1.009765625]]
[[-0.4215, 0.6135, 0.378], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.014892578125, -0.0548095703125, 1.0093994140625]]
[[-0.4215, 0.606, 0.36], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0145263671875, -0.0545654296875, 1.0096435546875]]
[[-0.4215, 0.606, 0.36], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0146484375, -0.0538330078125, 1.010498046875]]
[[-0.4275, 0.621, 0.36], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.014404296875, -0.05517578125, 1.0115966796875]]
[[-0.4275, 0.621, 0.36], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01416015625, -0.0540771484375, 1.0107421875]]
[[-0.42, 0.606, 0.3705], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01513671875, -0.054931640625, 1.010986328125]]
[[-0.42, 0.606, 0.3705], [0.0021305288720633907, -0.0021305288720633907, -0.019174759848570515], [-0.0140380859375, -0.053955078125, 1.011474609375]]
[[-0.41400000000000003, 0.6105, 0.366], [0.0, 0.0, -0.019174759848570515], [-0.014892578125, -0.0540771484375, 1.01025390625]]
[[-0.41400000000000003, 0.6105, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.013916015625, -0.05419921875, 1.010009765625]]
[[-0.42, 0.6045, 0.3525], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.014404296875, -0.0528564453125, 1.01123046875]]
[[-0.42, 0.6045, 0.3525], [0.0, 0.0, -0.017044230976507126], [-0.0150146484375, -0.0552978515625, 1.01025390625]]
[[-0.4335, 0.612, 0.372], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.013671875, -0.056640625, 1.0076904296875]]
[[-0.4335, 0.612, 0.372], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.01220703125, -0.0556640625, 1.01220703125]]
[[-0.4185, 0.6075, 0.372], [0.0, 0.0, -0.017044230976507126], [-0.013671875, -0.0543212890625, 1.0115966796875]]
[[-0.4185, 0.6075, 0.372], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0135498046875, -0.0565185546875, 1.0078125]]
[[-0.42, 0.6135, 0.369], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0133056640625, -0.0546875, 1.0087890625]]
[[-0.42, 0.603, 0.366], [0.0, 0.0, -0.019174759848570515], [-0.0133056640625, -0.0565185546875, 1.0067138671875]]
[[-0.42, 0.603, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0137939453125, -0.057373046875, 1.009033203125]]
[[-0.4185, 0.612, 0.375], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0130615234375, -0.0555419921875, 1.0113525390625]]
[[-0.4185, 0.612, 0.375], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.013671875, -0.0565185546875, 1.010986328125]]
[[-0.4215, 0.6045, 0.372], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0157470703125, -0.0552978515625, 1.0103759765625]]
[[-0.4215, 0.6045, 0.372], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.01416015625, -0.05419921875, 1.00732421875]]
[[-0.42, 0.6075, 0.375], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.014892578125, -0.0562744140625, 1.0087890625]]
[[-0.42, 0.6075, 0.375], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0142822265625, -0.0557861328125, 1.010986328125]]
[[-0.42, 0.6075, 0.3645], [-0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0140380859375, -0.0543212890625, 1.0096435546875]]
[[-0.42, 0.6075, 0.3645], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.013671875, -0.055908203125, 1.0098876953125]]
[[-0.417, 0.612, 0.366], [0.0, 0.0, -0.019174759848570515], [-0.0142822265625, -0.0537109375, 1.0089111328125]]
[[-0.417, 0.612, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0150146484375, -0.0555419921875, 1.0086669921875]]
[[-0.40950000000000003, 0.603, 0.372], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01513671875, -0.0545654296875, 1.0108642578125]]
[[-0.40950000000000003, 0.603, 0.372], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.0137939453125, -0.0555419921875, 1.0081787109375]]
[[-0.423, 0.6105, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.01513671875, -0.052734375, 1.009765625]]
[[-0.423, 0.6105, 0.366], [0.0, 0.0, -0.019174759848570515], [-0.01513671875, -0.052978515625, 1.008544921875]]
[[-0.4245, 0.6045, 0.3795], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.013427734375, -0.0560302734375, 1.0072021484375]]
[[-0.4245, 0.6045, 0.3795], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.0133056640625, -0.0528564453125, 1.012939453125]]
[[-0.4185, 0.6075, 0.378], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.0152587890625, -0.052001953125, 1.0147705078125]]
[[-0.4185, 0.6075, 0.378], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0142822265625, -0.054443359375, 1.0111083984375]]
[[-0.423, 0.6045, 0.3615], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.0130615234375, -0.05224609375, 1.0111083984375]]
[[-0.423, 0.6045, 0.3615], [0.0, 0.0, -0.019174759848570515], [-0.01416015625, -0.0526123046875, 1.0098876953125]]
[[-0.4215, 0.6135, 0.372], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0135498046875, -0.05419921875, 1.0084228515625]]
[[-0.4215, 0.6135, 0.372], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0145263671875, -0.05419921875, 1.0101318359375]]
